model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
robust,384,0,14,blur,4.5161143157907695,140,0.7839698195457458,0.006639091312920034,0.3840913772583008,3.7261643391059476,3.7453373611671643,6,0.890112578868866,0.004566260443703943,0.383719801902771,0.17491806483346337,18,1868,1008,106,754,8.184919595718384
standard,385,6,14,jpeg,1.7899698192890132,140,0.9635651111602783,0.0010429661308481585,0.2059108018875122,1.624598595601275,1.700163887097158,3,0.967431366443634,0.0009409366055311697,0.18716490268707275,0.09238771620932956,14,1874,784,24,1066,7.510579586029053
robust,385,6,14,blur,10.975864929085866,97,0.2660234272480011,0.039215368145031605,0.5553770624101162,10.639082882147163,10.975907406580243,3,0.3698759078979492,0.039215671906281425,0.7077980004251003,0.030683873126593972,15,1930,822,16,1092,8.177777767181396
standard,386,2,14,blur,1.317273726735024,141,0.9765886664390564,0.0005648470283679618,0.10765796899795532,0.8790600610165842,0.8891247740482233,3,0.9883494973182678,0.0002573381629197404,0.08261394500732422,0.33266712667578213,17,1886,933,17,936,7.644944667816162
robust,386,2,14,jpeg,2.280683973662818,141,0.9276029467582703,0.0016932029256908926,0.2562022805213928,1.6647118153229057,1.6870492774294166,4,0.9636378288269043,0.0009264763357420156,0.1367393136024475,0.27008220580015324,18,1886,958,18,910,8.339371681213379
standard,387,5,14,fractal_random,1.510396715529501,129,0.951195240020752,0.000742610103607521,0.10059267282485962,1.0330932759383578,1.0394229368046108,3,0.9753568768501282,0.000351692719465476,0.08174285292625427,0.3160119686991074,18,1898,970,18,910,7.666128396987915
robust,387,5,14,blur,1.4056250828262924,136,0.9693862795829773,0.0006431581619369861,0.17370890080928802,0.9500627071172725,0.9711221100166056,3,0.9874356389045715,0.00030699160170780506,0.18483145534992218,0.32409949230062113,18,1891,963,18,910,8.262621879577637
standard,388,3,14,jpeg,1.4798074223136448,135,0.9503607749938965,0.0007128352887807793,0.10088682174682617,1.3898519793918918,1.3898519793918918,5,0.9553412795066833,0.0006288048497094914,0.0968959629535675,0.060788614494925154,15,1892,837,15,1040,7.5521416664123535
robust,388,3,14,blur,3.776369571392644,92,0.5568010807037354,0.0046422419074675335,0.36155807971954346,2.0465983354097483,2.083873503836077,2,0.8910925984382629,0.0014135835925980233,0.184941828250885,0.4580513647516213,19,1921,1064,25,832,8.05161190032959
standard,389,7,14,fractal_random,0.16415720382884655,124,0.9994174838066101,8.772001161753084e-06,0.008928686380386353,0.1605501559949863,0.16097474096628275,4,0.999453604221344,8.435177808501824e-06,0.0095805823802948,0.021973131545424216,14,1890,784,14,1092,7.471222400665283
robust,389,7,14,blur,0.4912400016560115,130,0.9976008534431458,7.855362605045515e-05,0.03910863399505615,0.42890421832666487,0.4295078123551799,3,0.9980161190032959,6.0051090719327814e-05,0.031733691692352295,0.12689476247701215,16,1897,893,16,988,8.253340244293213
standard,390,3,14,jpeg,2.277492318176714,89,0.9466659426689148,0.0016884672068209448,0.1999025046825409,1.4748802208330238,1.4796078903142897,7,0.9748491644859314,0.0007126430581064244,0.09529983997344971,0.3524104520300798,19,1938,1061,19,858,7.47741436958313
robust,390,3,14,jpeg,5.8997999675286215,139,0.6562260985374451,0.011330611867464431,0.36721426248550415,3.2443566008536515,3.245066705206415,9,0.9464854598045349,0.0034278834439615633,0.25525784492492676,0.45009040667311195,21,1869,1176,95,598,7.964282274246216
standard,391,7,14,blur,2.3631253703726354,133,0.9248644709587097,0.00181782601435508,0.2017102837562561,2.339207766441125,2.3757132608685607,7,0.9246402382850647,0.0018372439734170123,0.20443934202194214,0.010121174369914634,3,1893,168,1569,156,7.361220121383667
robust,391,7,14,blur,3.1905221789230436,141,0.8566418290138245,0.0033136171139973455,0.2813146710395813,3.108894872039833,3.116689609639671,4,0.8650307655334473,0.0031620293264322252,0.2973155975341797,0.02558430949718823,13,1859,728,13,1118,7.88814115524292
standard,392,2,14,jpeg,1.1968882762975632,142,0.9764725565910339,0.0004663221178185391,0.10237687826156616,1.048913081861244,1.054911451483129,3,0.9831571578979492,0.00036225199903336283,0.0846412181854248,0.12363325580735367,18,1885,957,18,910,8.261417388916016
robust,392,2,14,jpeg,2.8937932333395455,118,0.8740313649177551,0.002725924243919839,0.19802996516227722,1.914935185473002,1.9269687033156526,3,0.9555599093437195,0.0012087267113176016,0.17414965480566025,0.33826122633402694,15,1895,840,15,1040,10.57150650024414
standard,393,5,14,blur,1.0454119223576337,128,0.963740348815918,0.0003557571899112902,0.08594024181365967,1.038623759060243,1.085136301961709,2,0.9612624049186707,0.00038330756091423243,0.08571615815162659,0.0064932904936476485,13,1874,728,54,1092,8.957542896270752
robust,393,5,14,blur,0.6493882111425711,131,0.9865860939025879,0.0001372737788967931,0.05290445685386658,0.37802865555019954,0.37930304404442405,4,0.9963347911834717,4.683293576333719e-05,0.032134294509887695,0.41786954388181125,19,1889,1064,19,806,9.948496341705322
standard,394,3,14,jpeg,1.948027309226365,91,0.9187250137329102,0.0012352898429334998,0.16218692064285278,1.6906377048337398,1.6906377048337398,5,0.9351742267608643,0.0009304218217763585,0.12944191694259644,0.1321283347382046,16,1928,896,18,1014,7.385249137878418
robust,394,3,14,blur,6.8488428560001005,97,0.34938666224479675,0.015269091297585838,0.574643075466156,4.663870476909471,4.663870476909471,6,0.7719411849975586,0.007080627537096241,0.5059825479984283,0.3190279620996749,19,1930,1009,63,858,8.27962613105774
standard,395,1,14,fractal_random,0.4844931596827814,126,0.9973762631416321,7.641068417298344e-05,0.033539265394210815,0.35646163410419884,0.3581598435137423,9,0.998528242111206,4.175731090288312e-05,0.025442153215408325,0.2642586856384316,19,1901,1050,19,832,7.448559522628784
robust,395,1,14,blur,2.98904593258879,136,0.885481059551239,0.00290833189685078,0.2917317748069763,1.9405359035204914,1.9496826165902785,9,0.9576442837715149,0.0012373900699011783,0.13331562280654907,0.3507841808774722,18,1877,1008,37,832,8.856006145477295
standard,396,1,14,jpeg,3.1207824971237996,139,0.912461519241333,0.003170339646599694,0.3147369623184204,2.5397617467265814,2.540080250691572,9,0.9434675574302673,0.0021002629144175927,0.1818612515926361,0.18617790600040315,15,1869,840,15,1014,8.100359678268433
robust,396,1,14,blur,5.495969868292792,94,0.6752152442932129,0.009832579685280694,0.4315352290868759,5.493266741925597,5.843470284673845,6,0.6664579510688782,0.011115281504320356,0.4157307595014572,0.0004918379161410767,14,1933,768,21,1144,8.455878973007202
standard,397,4,14,fractal_random,0.3590781387333813,125,0.9947286248207092,4.1971715402418426e-05,0.02218344807624817,0.3487451992494136,0.35146740195124504,2,0.9950080513954163,4.021137289090632e-05,0.0231952965259552,0.028776297884399987,15,1902,795,15,1092,7.658286809921265
robust,397,4,14,fractal_random,4.352894281525405,45,0.5939121842384338,0.006167867391320498,0.26346567273139954,2.697874310922509,2.697874310922509,6,0.850382387638092,0.0023693117640997234,0.16034770011901855,0.38021138662318243,20,1982,1119,31,832,8.23518967628479
standard,398,9,14,blur,2.201247535387804,134,0.9446673393249512,0.0015773081744957292,0.15612587332725525,1.7937379450974564,1.7937379450974564,5,0.9482476711273193,0.0010473619468468242,0.1292930543422699,0.18512665374480683,18,1871,1008,31,832,7.45211124420166
robust,398,9,14,blur,5.925671887410241,72,0.5694041848182678,0.011430204204832053,0.32901257276535034,5.869672666644509,5.904533666286923,9,0.601911187171936,0.011348801359731835,0.3413452208042145,0.009450273627992885,17,1954,952,170,832,8.12609601020813
standard,399,9,14,fractal_random,1.1566586321109726,128,0.9392898678779602,0.00043550103881407113,0.06836703419685364,0.8921583321995493,0.8921583321995493,8,0.9689483642578125,0.0002590971620389797,0.05573907494544983,0.2286761993283136,18,1884,1008,18,858,7.490472793579102
robust,399,9,14,blur,4.075959426073377,98,0.7185688018798828,0.005408022540037895,0.31648924946784973,3.5069072632152603,3.5069072632152603,8,0.8371945023536682,0.004003384937609252,0.23801633715629578,0.1396118320555314,16,1926,896,16,1014,8.236239910125732
standard,400,5,14,fractal_random,1.8607348882022094,130,0.9412725567817688,0.0011270619544833623,0.12235593423247337,1.599231753454263,1.599231753454263,2,0.9566969871520996,0.0008325332459430528,0.16137197613716125,0.1405375566427969,19,1883,1064,39,780,7.7178990840911865
robust,400,5,14,jpeg,3.980695040958201,141,0.8202282786369324,0.005158181318069406,0.3907647430896759,1.7632042241894417,1.7669391857701604,3,0.9589194655418396,0.0010163001623015742,0.2599821239709854,0.5570612151778858,18,1884,1008,18,858,8.190299272537231
standard,401,7,14,blur,2.137591570695127,134,0.9274055361747742,0.001487401602573848,0.24203652143478394,1.957134792636373,1.957134792636373,2,0.9350232481956482,0.0012468673880832914,0.1624513864517212,0.08442060706670508,17,1893,909,48,936,7.606821298599243
robust,401,7,14,jpeg,3.685171847353625,141,0.8347947001457214,0.004420732924650954,0.29577067494392395,2.6885515471122834,2.70653790302448,2,0.9097158908843994,0.002384553222254213,0.22877635061740875,0.27044065827134467,18,1886,958,18,910,8.232928276062012
standard,402,5,14,fractal_random,0.6842502340305343,127,0.9838081002235413,0.0001524083277248831,0.04593202471733093,0.6204945224255786,0.649513512652479,2,0.9859541058540344,0.00013732675210844305,0.0626959353685379,0.09317601724358443,18,1900,962,28,910,7.673425674438477
robust,402,5,14,blur,1.5639733861888256,133,0.9051678776741028,0.0007962281096051243,0.16878601908683777,1.1755649225143785,1.1968612130347198,4,0.9558291435241699,0.00046630099613454925,0.17536352574825287,0.24834723346600018,17,1894,915,17,962,8.323005199432373
standard,403,0,14,fractal_random,0.23938832003476854,32,0.9847443699836731,1.865454679982707e-05,0.013541758060455322,0.23419740180220971,0.23622531138439776,2,0.9857307076454163,1.816484029332313e-05,0.014850735664367676,0.02168409148702367,17,1995,938,17,1040,7.571998834609985
standard,404,2,14,jpeg,1.460080830611849,132,0.9331158995628357,0.0006939570416406856,0.10694393515586853,1.2038089461949808,1.2063774018556048,3,0.9521209597587585,0.00047374560198132094,0.08802816271781921,0.1755189706240284,16,1895,891,16,988,7.635238409042358
robust,404,2,14,blur,4.736466733021636,72,0.2685207426548004,0.0073027724977280765,0.31152886152267456,3.5468786192618214,3.5468786192618214,6,0.7552821040153503,0.004095165296691163,0.22582384943962097,0.25115517131499315,18,1936,1008,18,910,8.218692064285278
standard,405,2,14,blur,1.6260389727399753,130,0.9458065032958984,0.0008606779755433836,0.12697415053844452,1.2319021683952334,1.2480923298470386,5,0.9514196515083313,0.000507075020126221,0.07948490977287292,0.24239074890105328,19,1897,1032,85,780,7.491960525512695
robust,405,2,14,fractal_random,5.40993843860417,93,0.6212480068206787,0.009527159475744444,0.3592146635055542,4.347933161140049,4.432983536122334,4,0.7216703295707703,0.006396921524818626,0.3589343875646591,0.19630635163717897,18,1934,994,82,858,8.107303619384766
standard,406,9,14,jpeg,2.4406347249910127,132,0.9380649924278259,0.0019390292515729032,0.18517190217971802,2.345842831272294,2.4770765050879553,9,0.9325132966041565,0.0019973658995114277,0.16609901189804077,0.03883903344818137,8,1894,448,978,468,7.405405759811401
robust,406,9,14,blur,7.647142423443844,72,0.44433721899986267,0.019036063556131067,0.5264498516917229,7.647142423443844,7.769685397503942,9,0.41550561785697937,0.019651045317359395,0.5269466564059258,0.0,2,1954,112,1712,130,8.101364374160767
standard,407,7,14,fractal_random,1.3386954571599112,128,0.981025218963623,0.000583367684577013,0.10122063755989075,1.0650347922927317,1.068785331533428,6,0.987612247467041,0.00037184313198939154,0.07269036769866943,0.2044233909986967,18,1884,1008,18,858,7.329795837402344
robust,407,7,14,blur,6.8102879222124155,96,0.5604308247566223,0.015097663275856881,0.39723771065473557,6.773642700405491,6.860915512405459,7,0.5753526091575623,0.015322969250627816,0.4348757266998291,0.005380862340254795,5,1930,280,1286,364,9.948275804519653
standard,408,3,14,jpeg,1.7108259736772438,87,0.930436909198761,0.0009527752318387661,0.20144623517990112,1.6609320479766976,1.6991808037905054,3,0.9335582256317139,0.0009398487641484587,0.18303179740905762,0.029163647541137303,14,1940,729,15,1196,8.88558316230774
robust,408,3,14,blur,3.638873428853921,144,0.658987820148468,0.004310351507558298,0.3866836428642273,2.487448300860352,2.498171291191903,2,0.9012907147407532,0.0020315299222635136,0.20495039224624634,0.31642351692243814,17,1883,929,18,936,10.074343204498291
standard,409,9,14,blur,1.9946115979887464,137,0.9398286938667297,0.0012950766363382879,0.17345693614333868,1.6523353335981983,1.6716783124943935,3,0.9355552196502686,0.0009096706812377321,0.11634671688079834,0.17160045832265297,16,1875,896,17,962,8.272786140441895
robust,409,9,14,blur,2.8874319417107213,142,0.871005117893219,0.0027139528704464024,0.25944799091666937,2.7672637001280385,2.768577843225672,8,0.8786980509757996,0.002495124772471874,0.23254321422427893,0.04161768796929168,16,1874,896,16,962,8.29097867012024
standard,410,4,14,jpeg,3.3088098094290284,138,0.9018409848213196,0.0035638744645096893,0.3012426495552063,2.891378362340961,2.891378362340961,2,0.9213085770606995,0.0027213765454010366,0.20113319158554077,0.12615758267475033,16,1889,857,44,988,7.469298601150513
robust,410,4,14,jpeg,6.0159560392147755,94,0.742310106754303,0.011781161154220293,0.482238233089447,5.498550380370444,5.542936172047535,2,0.7184316515922546,0.010001348042443755,0.44529710710048676,0.08600555846346658,17,1933,941,30,962,8.214851140975952
standard,411,5,14,blur,2.479369323688352,132,0.911383330821991,0.0020010651833485796,0.20406651496887207,1.6262173357984615,1.654037760168936,4,0.965580940246582,0.0008905732032302582,0.17687064409255981,0.34410040478387743,19,1895,1051,38,806,8.314614534378052
robust,411,5,14,blur,2.803439875451615,92,0.8860438466072083,0.0025583577914297427,0.22512227296829224,2.2011028133939448,2.206864780147922,2,0.94305020570755,0.0015853685325631312,0.24124669283628464,0.21485642240165326,18,1910,1008,18,884,9.290932178497314
standard,412,4,14,fractal_random,0.4059203864750778,126,0.995927631855011,5.3636510467472816e-05,0.022444546222686768,0.3717895339297913,0.3742653170354179,3,0.9967808723449707,4.559718301235281e-05,0.023207902908325195,0.08408262724045765,17,1901,948,17,936,8.773123025894165
robust,412,4,14,fractal_random,3.823698594867808,88,0.7730870246887207,0.004759332989711606,0.28310679644346237,1.0546246564276514,1.0552836182853647,6,0.984170138835907,0.0003625076643647685,0.11801433563232422,0.724187293987247,20,1932,1120,32,780,8.643104314804077
standard,413,5,14,jpeg,3.111132101928118,136,0.8791131377220154,0.0031507626808748926,0.3078439235687256,2.4666964919704184,2.4944538724750824,4,0.9222025275230408,0.0020254883095494765,0.24228328466415405,0.20713861991212518,19,1891,1011,22,858,7.562397480010986
robust,413,5,14,blur,6.201122384216607,141,0.5741364359855652,0.012517551700531334,0.5200983285903931,5.062156533332505,5.067017631942352,3,0.7466819882392883,0.00835763917068761,0.4977633338421583,0.18367091960369175,18,1878,1008,38,832,8.187215089797974
standard,414,6,14,blur,1.5330932015939311,139,0.9599549174308777,0.0007650959520747168,0.16854098439216614,1.023482988908335,1.0265821049422235,5,0.9850665926933289,0.0003430569110535876,0.07687705755233765,0.33240654394381436,17,1879,952,17,910,7.5922770500183105
robust,414,6,14,blur,4.11168418113638,118,0.6532116532325745,0.005503237892385139,0.316628098487854,3.529637455131956,3.535789511418903,4,0.7861669659614563,0.004069598795416614,0.22676514089107513,0.14155920064939403,16,1902,896,18,988,8.243855476379395
standard,415,1,14,jpeg,2.4950392768004335,133,0.9472532868385315,0.0020264391252528746,0.2761186361312866,1.9751803827443999,1.9806756599299673,8,0.9670650362968445,0.0012770429958371009,0.15791499614715576,0.20835699818027942,18,1868,1008,28,832,7.631993293762207
robust,415,1,14,blur,7.089003623356316,98,0.6030421853065491,0.016358714964830403,0.46907854080200195,7.089003623356316,7.178710133841198,1,0.5951225757598877,0.01677535117282748,0.4517810046672821,0.0,2,1928,112,1686,130,8.223580598831177
standard,416,4,14,blur,0.652684533745258,137,0.9919708371162415,0.00013867093118172683,0.07418668270111084,0.19174216080401338,0.19392078813048624,5,0.9993627071380615,1.2241299492028583e-05,0.02622246742248535,0.7062253647964483,19,1863,1064,19,780,7.548569917678833
robust,416,4,14,jpeg,3.6242923958824576,92,0.8252320289611816,0.004275877399365692,0.3693573921918869,1.5317859176926103,1.5456757140572492,5,0.9800131916999817,0.0007777062045967689,0.1208600401878357,0.577355866918225,19,1928,1064,58,806,8.46803092956543
standard,417,3,14,jpeg,1.4713197358282002,134,0.9688828587532043,0.0007046815641398322,0.15897011756896973,0.6798721176280392,0.687704507540725,5,0.9929022789001465,0.00015395099701279532,0.056532132206484675,0.537916809601319,17,1893,911,20,962,7.501532316207886
robust,417,3,14,fractal_random,4.025121911915859,89,0.7867757678031921,0.005273960418549863,0.2793872654438019,1.6725246968824523,1.6993309530687508,2,0.9712616801261902,0.0009400148850356119,0.1215936467051506,0.5844784994136061,22,1938,1198,38,702,8.249354600906372
standard,418,4,14,blur,1.7745680588233013,137,0.9343786239624023,0.0010250949854804362,0.17612436413764954,1.7745631027160778,2.1261315595113817,6,0.9063214659690857,0.0014714959040705627,0.23542937636375427,2.7928527163926307e-06,13,1885,728,39,1118,7.8110432624816895
robust,418,4,14,jpeg,2.7002469273507264,90,0.894870936870575,0.0023734809468317184,0.18321746587753296,1.405867030393332,1.4318745651897111,6,0.981529951095581,0.0006674039103178932,0.10423791408538818,0.4793561225259276,19,1937,1021,32,884,8.207868337631226
standard,419,4,14,blur,2.7227090165165717,137,0.9327189922332764,0.0024131329390041146,0.18350253999233246,2.692080740596243,2.8898500403431027,4,0.9234152436256409,0.0027185004232671457,0.19078552722930908,0.011249191791899473,16,1890,881,125,884,7.474781274795532
robust,419,4,14,fractal_random,9.27219261789083,50,0.49087271094322205,0.027986183575282958,0.6102514117956161,8.700161023418486,8.700161023418486,4,0.5921152830123901,0.024639583832546625,0.5496699064970016,0.06169323891833318,2,1976,112,1786,78,8.14570426940918
standard,420,3,14,jpeg,3.4466586823518814,140,0.826404869556427,0.003867010440309768,0.3104313910007477,3.4430342505286218,3.4430342505286218,3,0.8420575261116028,0.0038588818017991585,0.3093162626028061,0.001051578400210629,2,1886,112,1696,78,7.4302918910980225
robust,420,3,14,jpeg,6.7094648142722555,141,0.5598242878913879,0.014653944692043433,0.6053782105445862,4.728870098457263,4.740708106614106,6,0.7616252303123474,0.007315857248045802,0.4871456027030945,0.2951941429966077,18,1884,1008,18,858,8.137136459350586
standard,421,7,14,fractal_random,0.14959531238763002,124,0.9995301365852356,7.2847517865731155e-06,0.009952455759048462,0.14897789022558772,0.15072000963167614,2,0.9995388388633728,7.394700403624087e-06,0.010233134031295776,0.00412728281513557,14,1903,745,14,1144,7.355347394943237
robust,421,7,14,jpeg,5.327630148744158,140,0.8059280514717102,0.00923946712298428,0.47070878744125366,3.6008262262217605,3.6008262262217605,5,0.8941745162010193,0.004220686686662299,0.33414536714553833,0.3241223347550588,19,1865,1064,21,780,7.947922945022583
standard,422,8,14,blur,2.230036494140405,131,0.9276061654090881,0.001618835535546234,0.15442270040512085,1.5646065409591614,1.5646065409591614,6,0.9729424118995667,0.0007968729385205113,0.0680723488330841,0.2983941988975126,18,1886,1008,124,754,8.645755529403687
robust,422,8,14,blur,7.033510666869714,95,0.28894564509391785,0.016103604264638697,0.3490704298019409,4.875537115087468,4.903570279541076,4,0.7477371096611023,0.007827148802841728,0.356963574886322,0.3068131483680054,19,1925,1064,81,780,10.202321767807007
standard,423,7,14,fractal_random,1.7420054693624145,129,0.971477746963501,0.0009878200049767466,0.11088591814041138,1.4818278536828395,1.5214134444823224,3,0.9780750274658203,0.0007534827131861623,0.1420636773109436,0.14935522319272723,18,1884,1008,18,858,9.462044715881348
robust,423,7,14,jpeg,3.722058832301103,141,0.8851168155670166,0.004509675114293832,0.303756982088089,3.3030451537405088,3.324667814750585,2,0.8980679512023926,0.0035981172810548925,0.2851581871509552,0.11257578062019659,17,1886,907,17,962,9.242924213409424
standard,424,8,14,jpeg,3.0207164720912343,138,0.8733466267585754,0.002970289064050558,0.2549614906311035,2.9571975291153327,2.9571975291153327,0,0.8783855438232422,0.002846685306105136,0.2505176365375519,0.021027773894955307,18,1886,1008,202,676,7.44275164604187
standard,425,0,14,fractal_random,0.7963936403660467,81,0.9808219075202942,0.0002064592546925404,0.0501173734664917,0.7625712432056211,0.7625712432056211,3,0.9824463725090027,0.00018929522457410185,0.049512267112731934,0.04246944657277746,16,1926,896,16,1014,7.351047039031982
robust,425,0,14,blur,3.3530632062244283,93,0.7723665833473206,0.003659841427388035,0.32534515857696533,2.4867590956606525,2.5009042366555354,4,0.9225267767906189,0.0020359772062540885,0.31851353868842125,0.25836199835291507,19,1924,1064,54,806,8.154291868209839
standard,426,5,14,blur,3.650535522373343,135,0.8913305401802063,0.004338023958369019,0.25642096996307373,3.608340305470885,3.6405484130865036,5,0.8914116024971008,0.004314320517884464,0.25800347328186035,0.011558637532453087,6,1891,336,1321,234,8.253892660140991
robust,426,5,14,blur,3.728776866717219,141,0.8866637349128723,0.004525969050053871,0.26173579692840576,3.5640129794892936,3.5952255695908173,3,0.907660722732544,0.004207567353360347,0.28152793645858765,0.04418711366147854,16,1874,896,16,962,8.545777082443237
standard,427,7,14,fractal_random,1.3658439069047488,129,0.9466626048088074,0.0006072687428479258,0.09031856060028076,1.1139746830589887,1.1192823329609343,5,0.9647269248962402,0.0004078102041901333,0.10332399606704712,0.1844055697525068,18,1898,996,18,884,8.193728923797607
robust,427,7,14,blur,4.088146969910395,95,0.6478994488716125,0.005440411994657403,0.3737790584564209,3.963112246644282,3.9718364042963565,4,0.7089707255363464,0.005135248850518804,0.3531080484390259,0.03058469379559835,14,1916,784,14,1118,8.641013622283936
standard,428,6,14,jpeg,1.5014911974848653,140,0.9556124806404114,0.0007338788463947052,0.12209394574165344,0.9715025148930452,0.9715025148930452,5,0.9816007018089294,0.0003072321442813392,0.06401747465133667,0.3529748848875035,19,1887,1036,19,832,7.494795799255371
robust,428,6,14,blur,4.044256000858422,143,0.6003798246383667,0.005324220898593541,0.3361676335334778,3.1960354020497386,3.2073524909935136,4,0.7930607199668884,0.003348668648222803,0.2844929099082947,0.209734645538918,17,1874,952,38,884,8.112382650375366
standard,429,0,14,fractal_random,1.8915127906720623,84,0.9040233492851257,0.0011646551553632855,0.14879530668258667,1.22176558028575,1.229790802512139,4,0.9661655426025391,0.0004923129778263736,0.08139064908027649,0.3540801910984426,18,1936,1008,18,910,7.52640175819397
robust,429,0,14,blur,0.8086621974888039,134,0.9862009882926941,0.00021286931954668653,0.07412534952163696,0.7519882610453628,0.7552691903411262,8,0.9900380969047546,0.0001856873556113156,0.07334405183792114,0.07008357336281416,15,1869,840,15,1014,8.093347549438477
standard,430,5,14,fractal_random,1.0119937412165847,127,0.977159321308136,0.0003333760847205533,0.07109364867210388,0.12530425987245375,0.12530425987245375,3,0.9997007250785828,5.111054576742265e-06,0.007769942283630371,0.8761807956224935,18,1884,1008,18,858,7.470750093460083
robust,430,5,14,blur,2.367175625350008,137,0.9032974243164062,0.0018240626436364588,0.2463352531194687,1.7541198947052785,1.7943593057130867,2,0.9661391377449036,0.0010480876679189708,0.21982596814632416,0.2589819378332284,16,1874,896,16,962,8.351351022720337
standard,431,4,14,blur,2.6191561274890263,136,0.8474215865135193,0.0022330660221885784,0.21915173530578613,2.4648438668937422,2.4648438668937422,5,0.8638157248497009,0.001977687274310495,0.2508104741573334,0.05891678582109671,14,1883,784,33,1066,7.527811527252197
robust,431,4,14,jpeg,3.202862936993879,92,0.8048505187034607,0.0033393004535055525,0.28530171513557434,2.818209184567576,2.8495162003263297,0,0.8689330220222473,0.002643145390556437,0.24513348937034607,0.12009685084661438,16,1935,891,30,1014,8.227107524871826
standard,432,6,14,blur,3.350359748891585,140,0.7303333878517151,0.0036539422027971635,0.28594885766506195,2.9196138391572592,2.9352960121830245,5,0.8007707595825195,0.0028046753750723408,0.22534696757793427,0.12856706205261428,14,1876,784,26,1066,7.383627414703369
robust,432,6,14,blur,4.157902715852368,118,0.573019802570343,0.0056276546206030275,0.3085491508245468,3.53297623377287,3.53297623377287,4,0.7585189938545227,0.0040631253783213655,0.3251766860485077,0.1502984857478533,16,1906,896,22,988,8.248649597167969
standard,433,5,14,fractal_random,3.4655304370859974,133,0.8879856467247009,0.003909473050250477,0.23537573218345642,2.8358103034175137,2.838143032665857,6,0.9150198101997375,0.0026220885033469044,0.17726343870162964,0.18170959542862533,18,1884,1008,70,806,7.483806848526001
robust,433,5,14,blur,6.995162822699795,98,0.4745851755142212,0.015928484022161914,0.5468766614794731,5.567804300128916,5.567804300128916,6,0.8757612109184265,0.010091290570232447,0.3900187462568283,0.20404936364583254,18,1910,1008,44,858,8.141026496887207
standard,434,9,14,fractal_random,0.71005423499868,128,0.9746420383453369,0.00016412012260402366,0.043395280838012695,0.6472178101668016,0.6514030137357237,2,0.981767475605011,0.00013812691674227915,0.04461127519607544,0.08849524689053544,17,1899,920,17,962,7.55393648147583
robust,434,9,14,blur,0.2460938816016424,131,0.9986483454704285,1.9714257344323956e-05,0.024151787161827087,0.14662906781045368,0.14862417534702127,8,0.9995754361152649,7.1904767662682255e-06,0.01575493812561035,0.4041742653000801,17,1896,917,17,962,8.226847648620605
standard,435,5,14,fractal_random,0.9825496703906792,128,0.979529082775116,0.0003142590673127709,0.06405675411224365,0.7227843736842755,0.7271732117495333,4,0.9909185767173767,0.0001721292007106723,0.045211344957351685,0.26437879379992707,17,1899,909,28,962,7.517800807952881
robust,435,5,14,blur,1.8313711355070903,136,0.9314681887626648,0.0010917709101460058,0.1810041218996048,1.464768792053529,1.4723142113666954,3,0.9657322764396667,0.0007056344830722238,0.2069089263677597,0.20017916431343794,16,1886,896,28,962,8.182483911514282
standard,436,0,14,fractal_random,0.5859773655955186,34,0.9608421921730042,0.00011177391698901826,0.03426206111907959,0.5740877412217487,0.5760105763488577,3,0.9632015228271484,0.00010800397024598702,0.03682771325111389,0.020290245104752004,15,1973,840,15,1118,7.333720684051514
robust,436,0,14,jpeg,5.092157049782831,97,0.6118059158325195,0.008440775852751622,0.43202728033065796,4.19123851844989,4.19123851844989,3,0.634750485420227,0.005718255231339931,0.39330992102622986,0.1769227701591337,19,1930,1053,19,858,8.046797275543213
standard,437,1,14,fractal_random,3.0816216968491625,133,0.8992390036582947,0.0030912735294568727,0.19794845581054688,2.294452252876274,2.311219273701429,6,0.9376659989356995,0.0017388459317801384,0.17637968063354492,0.25543999926329003,19,1894,1043,19,832,7.377314329147339
robust,437,1,14,blur,5.721020831580099,96,0.6527929902076721,0.0106543227068273,0.48831772804260254,5.721020831580099,6.090077003209523,4,0.6278491616249084,0.01207325454945738,0.48792779445648193,0.0,15,1931,817,22,1092,10.091472625732422
standard,438,0,14,fractal_random,0.6260894519518323,80,0.9843360781669617,0.00012760026101736518,0.037492407485842705,0.58400466830868,0.5861756808389612,2,0.987117350101471,0.00011184958213638245,0.03825661353766918,0.06721848373575542,17,1947,916,17,1014,8.340351343154907
robust,438,0,14,fractal_random,6.699268292635598,94,0.6582095623016357,0.014609438690336159,0.4935949966311455,5.244965916285635,5.244965916285635,4,0.727705180644989,0.008954969927975733,0.4179780185222626,0.21708376390129888,19,1931,1064,35,832,9.170912504196167
standard,439,1,14,jpeg,2.116598165784966,133,0.9504252076148987,0.0014583293604831643,0.15785425901412964,1.6117653901414908,1.6146068385064825,9,0.9693808555603027,0.0008486182403925202,0.11811523139476776,0.23851139238621227,17,1879,952,17,910,7.962587833404541
robust,439,1,14,blur,5.774461163925854,95,0.666445255279541,0.010854297439351549,0.36384010314941406,5.655622914296956,5.660629261490181,6,0.7276580929756165,0.010430574173230775,0.4055083394050598,0.02057997209701628,14,1909,784,33,1092,8.092175006866455
